Index_of_Multiple_Deprivation_Score,Age_65,Children_15,Road_density,Street_network_density,Household_spaces_with_at_least_one_usual_resident,Traffic_light_density,Distance,FirstPumpArriving_AttendanceTime,Winter,Commute,Weekend,Fire_Station_number
38.594,138,374,25.59463914,195.4397394,863,16.28664495,895.6858733,278.7131148,22.9508197,21.3114754,27.0491803,16
26.639,140,330,22.70374192,276.3157895,797,0,938.7933268,261.8953975,25.9414226,22.1757322,33.4728033,15
32.227,104,399,14.53985753,163.3045149,500,0,987.5204298,267.5773196,13.4020619,29.8969072,30.9278351,13
28.427,79,268,21.21751411,119.8257081,737,0,1379.073907,307.93,21,24,30,12
26.539,92,573,15.07091174,103.7735849,485,0,1054.035234,281.3504274,15.3846154,25.6410256,25.6410256,11
30.857,95,677,23.79009923,291.3385827,558,62.99212598,1560.204872,318.8163265,21.9387755,18.877551,20.9183673,9
41.027,150,275,18.71947761,330.1886792,599,0,1427.637765,293.1241379,23.4482759,19.3103448,36.5517241,14
16.477,111,366,21.42432738,206.09319,696,35.84229391,684.9043342,238.3070175,26.3157895,23.6842105,21.0526316,12
39.524,77,378,26.8700998,216.7182663,631,30.95975232,1211.800543,328.9711538,15.3846154,25,28.8461538,14
42.961,115,561,14.79846875,112.5175809,676,28.12939522,1003.093457,284.2477064,24.7706422,20.1834862,31.1926606,12
31.549,93,323,20.5248142,169.286578,730,48.36759371,873.6429563,220.8709677,33.8709677,17.7419355,33.8709677,10
30.675,180,246,17.03781106,208.3333333,732,0,1551.897954,299.9156627,25.3012048,20.4819277,25.3012048,11
14.292,175,258,15.44934114,133.3907057,574,30.12048193,996.6635367,247.3658537,20.7317073,26.8292683,26.8292683,10
37.345,137,473,6.796992755,51.4081359,834,1.117568172,2083.559128,356.5854922,23.3160622,26.9430052,25.388601,11
50.627,147,309,26.90923877,343.5804702,538,0,1040.927287,256.8823529,21.1764706,25.8823529,38.8235294,10
23.246,188,190,14.77443643,156.3937443,658,18.39926403,1293.595749,301.3684211,34.2105263,25,27.6315789,10
15.457,128,322,20.20026775,218.5223725,619,0,883.5226484,283.74,20,26.6666667,24.6666667,9
9.619,102,159,22.53132182,160,656,0,1449.478174,276.0666667,22.2222222,17.7777778,33.3333333,8
19.977,74,136,25.55490662,269.058296,887,44.84304933,1404.330503,304.9090909,19.6969697,18.1818182,31.8181818,9
6.849,329,180,10.04442382,78.14680435,689,0,1574.406974,316.5,20.5882353,20.5882353,20.5882353,8
9.021,153,391,15.49354486,147.9915433,624,21.14164905,952.3894198,242.5820896,29.8507463,26.8656716,26.8656716,8
25.92,125,217,19.11156314,217.6339286,757,11.16071429,1403.926583,325.0769231,33.8461538,18.4615385,26.1538462,10
13.307,164,298,13.46175853,133.8825953,760,0,1597.320034,308.313253,18.0722892,19.2771084,40.9638554,8
21.955,121,266,16.14165057,105.2631579,702,0,1380.959668,276.278481,13.9240506,27.2151899,29.1139241,10
15.715,117,148,23.74424688,278.6377709,809,10.31991744,901.1271034,242.2777778,13.8888889,23.6111111,30.5555556,9
27.284,197,312,16.41133841,148.9203276,603,7.446016381,1954.877775,349.0519481,24.6753247,16.8831169,33.7662338,9
13.306,198,318,10.4053622,58.1733566,535,0,1580.165176,339.9041096,16.4383562,23.2876712,31.5068493,7
19.494,212,327,15.16778746,164.6791596,959,0,2383.045751,387.1555556,23.3333333,27.7777778,32.2222222,6
37.877,148,389,19.16504191,145.0676983,635,0,708.22685,233.5820896,30.5970149,28.358209,35.0746269,6
15.635,113,245,23.23610733,282.8947368,982,32.89473684,1187.921931,279.3376623,23.3766234,24.6753247,28.5714286,7
14.708,109,238,17.6224275,204.5097011,730,26.21919245,1845.802006,315.1263158,23.1578947,27.3684211,32.6315789,6
18.37,167,274,12.63322751,8.424599832,710,0,1712.335981,320.5,18.4615385,25.3846154,36.9230769,6
15.629,111,197,19.1851395,281.3067151,808,0,2206.645186,376.75,21.6666667,25,26.6666667,9
7.683,175,225,12.94604771,79.39658595,503,3.969829297,911.9531295,238.6184211,34.2105263,21.0526316,30.2631579,7
37.492,115,397,19.28316387,132.9534663,759,0,1802.930279,329.5783784,21.6216216,23.7837838,33.5135135,7
31.66,217,367,20.41082682,242.0306966,676,29.51593861,1816.865123,343.5045045,27.027027,28.8288288,27.9279279,9
29.031,150,368,16.94107293,136.7924528,841,9.433962264,1832.088561,349.8554217,22.8915663,17.4698795,23.4939759,9
21.23,141,344,12.2568249,68.17213464,710,0,1368.627993,316.36,24,9.3333333,34.6666667,6
47.93,102,473,18.38676979,233.5025381,781,55.83756345,1090.361964,270.5339233,26.8436578,33.6283186,39.5280236,8
45.491,175,366,24.92151154,287.5629044,615,35.94536305,1207.810025,297.7065868,27.5449102,19.760479,32.3353293,8
35.342,164,261,15.60252651,139.8601399,714,0,1593.904432,336.6953642,20.5298013,19.8675497,36.4238411,7
42.169,95,546,22.99708391,211.9815668,592,0,1696.680986,334.0606061,16.6666667,25.2525253,35.8585859,7
40.472,171,527,12.41057412,94.81668774,813,0,2382.126919,368.780303,21.969697,22.7272727,33.3333333,6
7.616,229,373,16.22727466,143.7371663,542,4.106776181,1384.637367,299.212766,25.5319149,36.1702128,38.2978723,3
8.59,407,241,15.59156066,134.4703181,680,0,1863.282756,316.8285714,20,25.7142857,24.7619048,3
19.348,179,358,16.85947612,171.0863986,568,0,1475.814037,338.4264706,16.1764706,32.3529412,35.2941176,3
24.584,124,431,16.09375091,165.6127672,884,12.04456489,2789.742591,401.5107914,15.1079137,24.4604317,22.3021583,4
12.828,241,383,12.17268444,132.0398814,638,5.389382916,2154.83563,362.6704545,14.7727273,27.2727273,30.6818182,4
30.759,163,349,14.14920895,86.09556608,498,0,3034.461096,406.0283019,22.6415094,29.245283,26.4150943,2
3.585,255,307,4.375847838,36.82584937,519,0,2538.853784,335.4035088,15.7894737,21.0526316,29.8245614,2
6.923,263,261,7.832798886,28.82599581,501,10.48218029,1179.183917,278.4615385,11.5384615,34.6153846,32.6923077,3
8.835,198,356,12.16832098,117.8707224,683,0,1524.938648,294.7758621,20.6896552,13.7931034,32.7586207,4
18.14,230,269,14.74494525,141.2566975,531,4.870920604,1690.974516,328.244898,20.4081633,26.5306122,38.7755102,4
12.914,275,260,6.970851427,44.58431681,535,0,2030.688303,376.3148148,12.962963,14.8148148,31.4814815,4
18.565,217,421,15.46166316,115.1631478,677,0,2443.854367,390.127451,17.6470588,34.3137255,37.254902,4
6.159,417,264,5.440222547,25.65230138,625,0,2526.507047,357.6944444,23.6111111,20.8333333,36.1111111,2
5.376,292,363,9.977746375,50.87014726,616,0,1931.292048,323.1886792,22.6415094,24.5283019,39.6226415,3
11.996,255,260,11.19601173,43.21988115,420,0,1237.996421,295.7037037,25.9259259,31.4814815,25.9259259,4
8.478,225,315,20.63956512,190.0584795,504,0,2017.168557,324.3333333,12.1212121,24.2424242,36.3636364,3
12.222,190,432,19.01617604,197.2459993,513,0,1593.112006,304.6166667,30,20.8333333,33.3333333,4
20.375,223,411,10.7669552,122.8249744,605,0,1020.550787,253.0952381,19.047619,17.8571429,39.2857143,3
10.441,372,292,9.211584609,97.6744186,637,0,2383.519842,358.9404762,21.4285714,22.6190476,33.3333333,2
18.005,146,406,13.67522864,81.85538881,582,0,2459.12284,396.7888889,23.3333333,24.4444444,35.5555556,3
20.045,119,296,14.57952701,125.0868659,648,0,2130.547941,337.6122449,16.3265306,32.6530612,28.5714286,4
21.587,165,314,4.451544588,35.46099291,642,0,1888.019171,311.9759036,23.4939759,24.6987952,33.7349398,5
6.437,356,262,13.66621878,135.9570662,620,0,3793.986431,496.7631579,18.4210526,28.9473684,18.4210526,1
15.126,388,209,12.77801999,110.4009297,600,0,3141.623455,416.1123596,11.2359551,29.2134831,35.9550562,3
8.709,360,341,7.736251147,62.43496358,678,0,1962.086253,319.0491803,13.1147541,18.0327869,21.3114754,3
29.637,242,426,14.55684719,131.7715959,765,0,1895.734714,362.958159,19.2468619,21.3389121,30.5439331,3
9.644,339,183,16.77040209,174.9752394,775,0,1623.951423,301.8333333,11.1111111,33.3333333,38.8888889,4
38.58,152,307,14.05289567,119.7053407,670,0,1594.163018,307.4744526,21.1678832,21.8978102,30.6569343,3
31.249,171,441,14.11656697,156.424581,625,0,2364.009625,392.2993197,13.6054422,24.4897959,24.4897959,3
22.808,310,293,14.29196836,118.491921,651,0,1291.833115,289.2344828,19.3103448,20,29.6551724,3
8.93,176,273,11.94238719,78.62407862,537,0,2038.705966,347.75,13,35,28,4
19.584,271,292,19.09730176,231.9681044,627,0,2370.411609,354.576087,11.9565217,22.826087,29.3478261,4
8.668,207,294,9.943195168,42.05214466,509,8.410428932,1232.556106,258.6493506,22.0779221,37.6623377,29.8701299,4
25.573,157,321,14.04335578,129.9326275,557,0,2761.378755,421.2619048,13.4920635,30.5555556,30.952381,2
11.057,209,285,10.35933355,88.49557522,568,0,1177.940513,255.6938776,29.5918367,24.4897959,26.5306122,3
39.103,175,395,7.892946823,75.02679528,696,11.48369316,3689.830304,432.7545455,17.7272727,27.2727273,31.8181818,4
8.009,228,352,17.71281025,158.5314977,604,0,1999.326002,335.5172414,21.8390805,22.9885057,36.7816092,3
4.519,345,292,3.307111092,13.884829,607,0,4017.878585,494.481203,17.2932331,28.5714286,21.8045113,1
26.362,131,403,23.23861955,248.0270575,514,5.636978579,2843.509072,399.4666667,11.5151515,26.0606061,39.3939394,3
24.978,179,548,12.05576839,98.80979115,680,1.497118048,2003.664569,330.5982143,18.3035714,24.1071429,22.7678571,5
31.015,175,290,16.95321956,193.8369781,629,4.970178926,1504.581149,305.9398496,20.3007519,27.0676692,27.8195489,3
5.501,235,301,13.96036395,128.5086236,611,0,3080.259163,408.9122807,22.8070175,28.0701754,22.8070175,3
17.74,212,487,14.11099326,116.2790698,631,4.651162791,2202.48035,363.5981308,18.6915888,28.9719626,32.7102804,3
10.954,285,310,13.97028979,142.3877327,658,0,2500.111172,408.3058824,14.1176471,29.4117647,36.4705882,3
23.76,200,294,2.854040698,23.76978708,635,0,4488.904449,555.43,10,36,25,1
21.888,198,332,7.116169685,48.64809504,592,4.096681688,2210.035802,381.5548523,19.1983122,28.9029536,30.5907173,4
19.196,284,400,16.74713959,169.4915254,621,3.19795331,1880.059416,328.6439394,14.3939394,24.2424242,31.0606061,2
6.369,246,361,7.11190979,48.61821904,623,1.279426817,3664.78728,467.9206349,15.8730159,25.3968254,42.8571429,2
6.832,183,352,29.55614685,263.9593909,633,5.076142132,3002.584896,380.7101449,10.1449275,21.7391304,31.884058,4
4.554,338,267,10.94818365,106.1776062,611,0,2989.205791,415.1917808,19.1780822,24.6575342,24.6575342,2
15.274,248,313,14.56118776,151.8653021,762,0,2736.542272,400.3913043,23.9130435,26.0869565,22.826087,2
24.08,178,448,22.6571917,416.4524422,614,0,1384.184619,302.6689655,19.3103448,26.8965517,26.8965517,5
32.981,151,473,14.82668903,112.3595506,643,0,2415.396733,366.2617188,16.796875,22.65625,35.15625,5
8.183,243,277,9.185112385,63.79234492,502,0,2330.257899,347.0063694,22.9299363,32.4840764,23.566879,1
10.195,166,188,13.0879665,130.2083333,490,0,2744.306703,394.26,20.6666667,21.3333333,22.6666667,2
28.501,130,588,12.52962157,128.9884589,886,16.97216565,2915.269614,403.5722543,15.0289017,17.9190751,30.6358382,4
9.06,212,269,10.73702036,137.9662749,609,0,2022.046024,291.7802198,21.978022,24.1758242,35.1648352,4
19.602,118,376,21.8975814,172.5039205,449,15.68217459,2338.295938,412.4191617,16.1676647,22.754491,34.1317365,4
27.843,107,569,7.309676183,74.69279576,1073,7.228335073,2447.386677,406.5833333,19.6078431,25.4901961,30.8823529,3
16.965,227,384,13.08314498,84.78802993,639,0,2016.828728,349.995098,17.6470588,22.5490196,26.9607843,3
34.247,154,455,16.43452703,127.6378489,1027,35.73859769,2224.024914,361.1666667,27.1604938,29.0123457,30.2469136,6
7.341,193,349,15.84198422,136.6240635,688,39.66505068,1696.723298,339.5,28.3783784,25.6756757,32.4324324,9
12.129,177,348,17.55460773,157.8947368,719,0,1247.110151,296.5194805,23.3766234,23.3766234,38.961039,6
24.141,247,348,19.26147158,177.7777778,605,22.22222222,2137.281509,359.76,18.4,24,38.4,5
27.052,217,408,13.12950742,132.9394387,712,3.692762186,1214.852525,285.3178808,18.5430464,26.4900662,27.8145695,4
15.557,179,315,15.03126557,105.0119332,564,0,2418.033058,393.978355,20.3463203,24.2424242,29.8701299,2
38.199,166,394,15.6496752,184.1085271,671,0,2896.680972,410.3333333,21.7054264,23.255814,34.8837209,2
17.155,201,283,20.34049501,206.6842568,535,8.795074758,2642.039586,384.9078341,13.3640553,23.0414747,27.6497696,2
18.826,274,368,13.24100433,168.4919966,624,0,2783.6748,400.606383,20.212766,24.4680851,29.787234,4
17.06,174,335,18.16680243,199.829932,569,29.76190476,2233.558104,364.122449,19.3877551,28.5714286,28.5714286,6
16.552,242,401,15.48770879,143.0615165,609,0,3029.965373,433.1709845,14.507772,27.4611399,25.388601,5
18.402,161,328,13.23403793,98.54771784,516,0,2290.444339,372.7875648,16.0621762,27.9792746,30.0518135,3
14.958,203,235,19.49730074,198.355104,479,0,1674.532875,346.3714286,14.2857143,37.1428571,34.2857143,5
17.794,153,257,16.89956528,153.422502,407,0,2286.778557,351.0166667,17.5,29.1666667,23.3333333,4
15.821,194,331,14.58441942,121.9236848,708,2.257846015,1592.455158,330.8037383,22.4299065,29.9065421,32.7102804,5
16.185,232,347,14.95611653,146.7710372,728,7.338551859,1381.334888,324.2357143,20,21.4285714,27.8571429,5
37.807,195,349,5.781038473,50.72022723,681,1.014404545,1941.601722,305.0588235,14.2857143,25.210084,25.210084,7
11.415,172,228,21.25022878,192.3076923,832,5.656108597,1036.43232,267.9280576,28.7769784,24.4604317,28.7769784,6
13.447,173,219,20.11444129,189.0989989,640,0,1041.369001,261.3434343,17.1717172,14.1414141,34.3434343,15
14.035,103,241,19.81087459,165.9388646,771,0,1676.497622,300.0206897,28.2758621,21.3793103,32.4137931,11
34.594,232,444,22.50893514,252.6799387,1079,38.2848392,1228.191451,284.7065217,29.3478261,17.3913043,34.7826087,13
24.493,116,266,19.14839814,195.7295374,825,47.44958482,1565.085319,278.5757576,29.5454545,30.3030303,29.5454545,15
45.005,287,380,21.92718906,259.5628415,595,0,838.9548183,256.054878,25.6097561,21.9512195,31.097561,9
24.682,202,301,13.34700221,129.3103448,839,0,1322.021341,289.0222222,23.3333333,23.3333333,36.6666667,13
22.426,124,302,20.73955845,232.8159645,651,0,1206.82178,272.8411215,17.7570093,25.2336449,32.7102804,11
27.776,99,209,18.0751675,190.9722222,610,0,1386.703655,273.5,28.4090909,17.0454545,23.8636364,8
31.553,178,322,16.91126743,241.4045355,811,29.26115582,1389.384506,283.488,22.4,23.2,26.4,10
29.312,204,236,18.85855279,231.436837,851,0,1331.445322,286.1830065,24.8366013,21.5686275,24.8366013,8
37.168,124,416,18.4399798,261.0669694,616,22.7014756,1555.052636,302.0606061,23.2323232,21.2121212,30.3030303,13
32.105,97,197,11.70076233,108.2055906,578,0,1061.114004,284.0740741,25,22.2222222,33.3333333,9
23.575,118,110,21.14219362,128.3697047,496,0,838.970731,223.3813559,16.1016949,22.0338983,33.0508475,12
32.118,167,263,23.05590353,210.8157654,872,73.32722273,1033.130114,279.9693878,22.4489796,18.3673469,31.6326531,13
26.952,148,254,15.09353274,107.2386059,721,0,1013.584692,259.6454545,30,20.9090909,22.7272727,7
11.528,194,171,23.34990719,252.5252525,693,33.67003367,1112.067146,267.3636364,40.9090909,20.4545455,20.4545455,11
10.933,169,203,20.02035779,266.8759812,692,73.26007326,1516.278254,295.0761905,32.3809524,21.9047619,20,13
12.856,183,213,23.15568542,261.0261026,621,81.00810081,1246.759863,272.4567901,27.1604938,27.1604938,27.1604938,13
10.756,213,189,13.47374064,186.3636364,798,18.18181818,897.9262435,251.6140351,17.5438596,24.5614035,31.5789474,11
34.531,131,178,28.75016028,258.6206897,788,0,1039.631705,228.3975904,22.8915663,22.8915663,26.5060241,10
11.093,119,166,22.28223104,166.2049861,795,55.40166205,1272.949309,274.4920635,26.984127,11.1111111,30.1587302,12
17.02,232,173,22.47213175,210.3559871,745,32.36245955,1121.386552,235.9069767,22.0930233,25.5813953,33.7209302,12
30.857,94,125,9.200100114,56.81818182,781,28.40909091,1426.860379,313.5,24.2424242,22.7272727,28.7878788,10
45.147,156,251,13.62100489,116.7315175,488,0,652.5467841,221.2429907,18.6915888,24.2990654,40.1869159,10
10.18,183,228,27.31361772,296.4118565,866,0,1300.775651,268.3333333,19.047619,20.6349206,22.2222222,15
20.684,121,293,13.51532738,88.94536213,848,31.76620076,1241.629506,273.1627907,34.8837209,16.2790698,20.9302326,10
20.025,116,269,18.15286721,156.8154403,648,24.12545235,1368.984667,265.1764706,35.2941176,26.4705882,32.3529412,11
20.135,249,329,18.16811805,136.2179487,744,0,761.2881094,216.3428571,20,28.5714286,31.4285714,11
40.49,140,311,23.89243894,273.0375427,544,0,1352.813772,299.8777778,23.3333333,21.1111111,32.2222222,11
14.819,193,247,21.94830152,219.5121951,781,16.2601626,1256.304386,276.95,25,22.5,15,10
12.569,130,151,24.6914523,208.0624187,807,13.00390117,908.2878754,241.5272727,21.8181818,16.3636364,32.7272727,13
33.044,248,293,16.59959523,144.5534331,707,0,863.3859736,236.6666667,17.6470588,15.6862745,23.5294118,11
16.317,276,184,21.37687065,175.6851722,756,21.08222066,813.6022978,219.5277778,16.6666667,33.3333333,29.1666667,12
8.236,253,288,8.989348768,50.02273761,520,11.368804,2215.955131,390.7017544,26.3157895,28.0701754,31.5789474,2
7.351,215,356,15.26801147,89.99653859,590,0,1099.037742,255.88,18.6666667,25.3333333,16,3
26.643,126,437,11.16751637,121.4750542,678,0,1382.482245,266,21.5686275,16.6666667,32.3529412,3
5.062,136,445,15.46770219,99.73404255,645,0,2020.5347,335.7017544,24.5614035,17.5438596,40.3508772,4
13.363,155,323,13.99371625,122.4354732,508,0,3514.139499,443.5692308,21.5384615,35.3846154,33.8461538,2
17.972,219,337,5.607467257,55.98534202,719,0,4435.445269,485.5443038,15.1898734,30.3797468,37.9746835,1
7.327,277,249,10.39309737,67.14553404,437,0,2875.723525,411.725,13.75,32.5,23.75,6
9.886,230,322,17.6903875,299.3051844,768,0,2056.817695,352.0909091,18.1818182,25,31.8181818,4
9.456,141,370,13.51222275,140.7613006,744,1.982553529,1912.445405,289.5443787,28.4023669,28.9940828,29.5857988,3
13.924,178,372,17.92428862,162.3686724,726,9.551098376,2346.186406,336.1979167,20.8333333,21.875,27.0833333,4
8.143,237,367,17.89395431,176.4494058,641,0,2206.09808,378.9166667,30.5555556,25,22.2222222,5
12.627,217,240,8.360611196,72.92616226,471,0,1470.625422,318.3548387,19.3548387,24.1935484,24.1935484,4
6.631,91,163,10.83976647,96.96969697,438,0,1298.512174,279.225,28.75,17.5,31.25,3
8.337,165,270,15.65033533,145.6102784,588,42.82655246,1259.869023,248.1818182,36.3636364,29.5454545,34.0909091,3
7.542,195,317,17.5977168,134.4319167,570,0,2489.651481,370.6962025,15.1898734,20.2531646,30.3797468,2
7.813,239,323,12.20156696,146.4174455,611,12.46105919,1047.905359,235.627451,27.4509804,31.372549,29.4117647,5
31.514,103,422,19.43436675,177.4193548,766,16.12903226,1640.40948,306.0413223,21.4876033,19.8347107,33.0578512,9
17.427,90,181,9.91011374,77.67548907,656,23.01495972,1435.162321,273.8434783,19.1304348,19.1304348,24.3478261,11
24.245,110,254,18.87728943,203.3598585,737,0,764.8749747,244.7911392,21.5189873,21.5189873,34.1772152,12
40.689,102,451,21.30281545,198.5702939,758,7.942811755,608.7211503,200.2403846,25,30.2884615,28.3653846,11
37.895,60,194,23.01734489,264.4836272,568,113.3501259,996.6517304,249.7132867,20.2797203,26.5734266,27.2727273,12
43.799,101,343,17.9319873,195.1600312,655,0,1240.075457,279.8198198,18.9189189,18.9189189,30.6306306,6
18.536,75,301,13.57274105,114.3312949,836,5.317734645,1354.065238,271.8150685,20.5479452,23.9726027,30.1369863,12
30.785,194,408,15.11157269,189.4451962,757,13.53179973,739.8800554,231.9666667,20,21.3333333,32,7
31.444,70,417,20.84478427,188.5369532,689,60.33182504,1205.84408,275.1031746,19.8412698,30.1587302,35.7142857,12
26.601,89,283,8.689873369,98.61932939,666,26.29848784,1375.176309,282.8345324,23.0215827,25.8992806,28.057554,16
33.192,160,311,13.58537212,99.87515605,755,37.45318352,986.2787375,241.904,22.4,24,30.4,16
22.2,183,289,16.27973048,167.0644391,841,29.83293556,2288.535641,321.9266055,22.9357798,24.7706422,25.6880734,6
28.68,97,312,18.4662815,204.2900919,645,112.3595506,1646.419346,286.8709677,24.7311828,22.5806452,35.483871,13
23.279,94,288,18.97362974,206.0085837,735,8.583690987,2201.421134,348.4848485,18.1818182,22.2222222,30.3030303,7
13.474,161,351,19.06121666,133.2288401,542,0,1578.060676,305.5309735,8.8495575,30.9734513,33.6283186,5
28.223,169,381,14.9669036,170.9401709,786,10.68376068,1577.896102,328.8518519,24.691358,30.8641975,37.037037,5
18.606,147,277,20.09371366,188.3561644,665,0,1993.686263,363.8571429,20,22.8571429,20,7
12.457,272,390,15.08511388,136.7308888,797,15.53760099,1874.672058,306.2758621,22.9885057,26.4367816,21.8390805,9
35.216,150,517,21.63681714,212.4311566,780,62.94256491,1504.660967,304.6629213,19.1011236,26.9662921,39.3258427,10
35.754,122,238,20.60728989,190.4090268,626,0,1426.241862,267.0438596,21.0526316,28.0701754,28.9473684,12
20.602,180,361,14.13599102,122.4489796,637,0,1958.399445,374.7954545,21.0227273,25,30.6818182,7
13.477,152,308,15.40356119,161.0356805,801,6.315124724,1081.644227,273.0510204,22.4489796,32.6530612,41.8367347,9
24.827,80,263,14.29729487,159.9247413,666,28.22201317,1313.616176,314.1098901,17.032967,21.4285714,29.1208791,13
22.725,170,393,13.31033295,80.34026465,689,0,2156.929592,330.1,18.8888889,28.8888889,32.2222222,9
12.297,147,369,17.31111886,162.2418879,649,9.832841691,1137.113592,267.2150538,19.3548387,26.8817204,33.3333333,9
36.793,176,441,16.23691876,113.058225,648,0,2327.706547,384.53125,17.96875,26.5625,34.375,6
39.521,106,474,15.65322219,223.4636872,613,0,818.1903512,248.65625,25,23.75,33.75,14
31.215,109,431,25.2486063,274.5424293,594,0,1310.21236,297.1967213,28.6885246,25.4098361,31.147541,8
11.532,167,302,11.07126968,102.9098652,678,0,2551.35888,367.8201439,20.1438849,29.4964029,31.6546763,7
20.711,156,462,11.99336652,77.85467128,700,4.325259516,1137.469213,279.1478261,20,25.2173913,24.3478261,10
12.552,192,370,14.21578382,86.41975309,797,0,942.0388087,249.9418605,25.5813953,27.9069767,25.5813953,9
29.363,27,356,9.687030773,91.22618728,767,0,1057.617971,272.6602871,19.6172249,23.4449761,29.1866029,18
17.224,146,299,19.0824357,165.9751037,609,6.915629322,1293.936036,265.1037037,25.9259259,23.7037037,28.1481481,9
28.027,184,444,12.10458845,143.1441487,688,20.09040683,1371.385664,254.3636364,19.3939394,26.0606061,24.2424242,8
28.866,254,279,17.89482792,247.4526929,638,0,2084.138486,357.2258065,16.9354839,24.1935484,25.8064516,6
19.594,115,276,13.42923238,69.22257721,719,0,1153.331247,294.4306569,21.8978102,25.5474453,31.3868613,14
34.426,170,384,20.98190689,208.0323606,598,0,2686.191797,408.5193798,13.9534884,20.9302326,27.9069767,7
27.022,148,315,16.95041026,189.9879373,750,27.1411339,823.6737524,240.9191919,15.1515152,24.2424242,31.3131313,7
18.396,197,225,7.308872557,63.13574184,595,5.26131182,1983.369316,355.9361702,10.6382979,25.5319149,29.787234,5
14.43,216,284,13.07867525,162.4278692,961,27.78371447,1844.212002,335.5217391,17.3913043,27.5362319,30.4347826,7
25.138,159,303,18.41872194,188.6792453,588,0,1238.27424,295.9746835,19.6202532,18.9873418,30.3797468,6
8.033,128,257,13.47906739,110.9660574,623,0,1116.577268,220.1025641,12.8205128,15.3846154,41.025641,5
17.066,130,235,14.98552677,198.3471074,501,41.32231405,1764.484834,328.6052632,20.3947368,24.3421053,35.5263158,5
