Index_of_Multiple_Deprivation_Score,Age_65,Children_15,Road_density,Street_network_density,Household_spaces_with_at_least_one_usual_resident,Traffic_light_density,Distance,FirstPumpArriving_AttendanceTime,Winter,Commute,Weekend,Fire_Station_number
14.111,177,286,19.63938051,174.6031746,557,0,2325.511204,406.3673469,20.4081633,24.4897959,40.8163265,5
9.054,158,173,18.6902388,252.8735632,618,61.30268199,1634.832628,319.0545455,20,25.4545455,23.6363636,6
25.671,210,356,14.229034,180.786955,630,0,1710.575304,341.6721311,16.3934426,21.3114754,42.6229508,5
14.135,220,289,16.45985328,130.7596513,534,0,1527.442073,293.1403509,12.2807018,33.3333333,29.8245614,7
9.198,274,276,19.2954899,229.8467688,608,3.331112592,2187.41547,408.2592593,16.6666667,24.0740741,27.7777778,4
10.223,280,346,16.43306476,226.1178862,609,10.16260163,1607.703116,295.2686567,25.3731343,35.8208955,32.8358209,6
14.234,169,329,28.46942708,254.9019608,507,0,1791.071175,324.25,14.84375,24.21875,24.21875,7
23.077,184,317,8.983243339,105.4481547,627,2.196836555,1217.859988,269.6216216,19.8198198,24.3243243,25.2252252,7
10.115,176,222,17.25264297,167.2940192,799,66.9176077,1626.546023,312.4590164,24.5901639,22.9508197,27.8688525,5
24.584,174,395,16.2017409,170,648,0,1835.121351,341.9480519,16.8831169,25.974026,32.4675325,7
10.995,83,230,13.23940283,150.8722301,749,0,1210.447982,294.1333333,15,25,30,6
6.098,358,266,10.38036736,84.8208634,550,0,2629.2469,410.0422535,18.3098592,23.943662,36.6197183,7
4.599,264,298,13.98627829,71.72995781,599,8.438818565,1115.267409,298.0847458,30.5084746,22.0338983,35.5932203,5
11.723,80,326,12.36953001,82.98755187,482,0,2174.260489,384.9558824,13.2352941,36.7647059,32.3529412,6
43.594,53,362,18.57366599,217.2164119,424,0,1704.457552,320.3013699,20.0913242,21.9178082,36.9863014,5
17.983,132,551,19.12937555,92.67059815,650,0,1628.134584,310.1057692,18.2692308,30.7692308,26.9230769,8
33.279,164,365,14.55614655,113.0026416,622,4.402700323,1675.817836,330.625,18.9285714,23.5714286,36.7857143,14
33.98,206,466,22.70150085,204.2253521,807,0,1656.6675,328.1754386,27.6315789,24.122807,31.5789474,8
39.917,131,486,21.92192478,185.4599407,652,37.09198813,1359.959849,296.6930233,18.6046512,22.7906977,31.627907,8
30.073,143,469,17.49737624,121.3818861,550,9.337068161,1498.210124,270.9883721,37.2093023,25,23.255814,6
30.372,114,394,14.58953068,163.5220126,431,0,2396.527272,359.741573,21.3483146,23.5955056,22.4719101,6
29.531,112,525,14.48281219,91.53318078,598,0,1080.813422,279.8645161,10.9677419,20.6451613,26.4516129,6
26.959,137,391,20.81749413,181.3471503,631,8.635578584,1460.73079,316.9769231,20.7692308,22.3076923,29.2307692,7
42.29,104,367,17.40867081,137.7810007,629,29.00652647,1136.348536,242.9207921,25.7425743,21.2871287,39.6039604,9
30.414,117,407,23.05708461,287.7697842,507,20.55498458,2046.466427,330.3653846,17.3076923,25,32.6923077,8
29.332,248,515,13.48927298,84.56659619,798,0,1715.480943,324.9494949,18.1818182,23.2323232,32.3232323,9
28.482,176,512,18.63106565,81.54943935,539,0,2655.844049,372.7692308,15.3846154,24.7863248,26.4957265,6
28.048,156,569,15.53627934,147.3296501,823,12.27747084,2666.782687,345.9857143,15.7142857,22.8571429,28.5714286,7
34.336,149,498,17.44111248,217.9836512,690,9.082652134,1500.309556,315.5826772,23.6220472,16.5354331,29.9212598,10
26.11,150,422,15.96990902,75.5033557,605,25.16778523,1004.165562,244.128655,26.9005848,19.8830409,30.4093567,8
23.921,101,346,18.54729992,107.3170732,420,0,1889.684787,352.4456522,29.3478261,25,29.3478261,6
32.341,129,490,14.75024723,198.8781234,702,30.59663437,1490.93862,300.4140625,23.4375,18.75,30.46875,9
20.275,248,388,5.603809355,38.55793329,665,1.927896665,2484.535673,362.9266055,14.6788991,25.6880734,30.2752294,3
7.595,302,223,16.02972318,119.8156682,528,0,2841.815228,399.1851852,20.9876543,24.691358,39.5061728,3
27.96,256,272,11.03358965,97.74990778,643,5.533013648,2189.620633,370.3977273,20.4545455,26.1363636,30.6818182,3
8.29,194,394,17.30286038,168.9432063,493,0,3397.852301,459.0574713,20.6896552,27.5862069,29.8850575,4
26.378,159,535,16.58038487,102.7811366,533,0,1226.045706,267.35,23.75,26.25,30,3
17.925,177,361,20.24836665,154.1284404,492,25.68807339,2713.057302,391.6705882,24.7058824,27.0588235,37.6470588,6
13.898,217,270,5.875803977,57.04971475,594,0,2010.526016,303.1401869,13.0841121,24.2990654,34.5794393,2
31.711,170,380,3.39188102,24.53955354,649,1.055464668,1760.907475,289.1370968,12.9032258,25.8064516,29.8387097,3
25.007,75,533,19.77273586,191.9191919,475,0,2308.106099,325.5691057,20.3252033,28.4552846,31.7073171,6
14.602,291,400,13.14190447,98.70276368,575,0,1361.253579,276.3939394,16.1616162,26.2626263,35.3535354,4
4.117,394,225,10.34193664,115.4986733,661,1.560792883,1220.000589,296.3195876,19.5876289,29.8969072,37.1134021,3
12.172,346,253,17.19452168,171.5357813,798,8.040739748,1955.982328,304.3548387,16.1290323,24.7311828,32.2580645,4
12.74,242,494,23.35805253,195.4686806,838,4.442470013,1834.519285,345.2166667,25,29.1666667,27.5,4
16.868,223,530,11.46195957,55.22682446,600,0,1527.186582,281.9032258,24.7311828,32.2580645,30.1075269,4
11.372,256,437,12.05105578,60.34482759,657,7.183908046,2855.134085,390.7948718,19.6581197,28.2051282,33.3333333,6
17.275,206,387,15.42739192,78.74015748,524,0,1768.113495,270.5803571,15.1785714,24.1071429,34.8214286,4
7.581,331,311,13.10932919,133.0108827,686,0,2431.861925,351.5810811,14.8648649,33.7837838,27.027027,6
7.823,255,217,17.53985997,174.0237691,856,0,2563.923864,364.152381,23.8095238,21.9047619,28.5714286,6
9.481,226,292,14.99279203,109.5779221,638,0,2166.370945,381.477707,8.2802548,28.6624204,28.6624204,6
4.675,175,229,8.500643936,76.37474542,623,0,2873.006588,414.0208333,20.8333333,25,35.4166667,10
8.022,233,473,2.560701054,10.13391241,523,0,2081.487285,374.0638298,14.893617,19.1489362,27.6595745,9
8.961,363,292,11.19534845,138.8562015,760,2.35349494,1126.084662,242.1702128,23.4042553,23.4042553,34.0425532,3
12.147,309,439,4.350990372,23.70682559,640,0.9877844,1740.661001,310.0058824,12.9411765,32.3529412,40.5882353,7
22.898,318,352,7.658470704,53.44636933,760,0,2961.959802,438.5964912,15.7894737,35.0877193,38.5964912,2
6.069,299,268,17.48578011,200,630,0,2492.404044,419.2911392,18.9873418,16.4556962,26.5822785,3
12.983,253,327,13.19480226,116.9826543,613,0,2450.448106,375.1851852,20.3703704,18.5185185,31.4814815,3
9.207,276,242,18.18783335,104.8584411,553,0,2725.556896,382.7647059,14.7058824,38.2352941,26.4705882,4
6.295,129,280,18.76441818,146.8189233,749,0,2482.950334,370.0422535,21.1267606,22.5352113,32.3943662,6
7.131,219,248,16.97725627,191.40625,671,0,1171.541359,262.25,15.2777778,22.2222222,27.7777778,6
3.804,158,392,14.84026732,97.52925878,642,19.50585176,2520.870287,402.6363636,21.8181818,29.0909091,25.4545455,4
6.706,262,159,15.79517369,180.5205709,865,20.99076406,2293.580351,311.5909091,23.8636364,35.2272727,17.0454545,5
6.094,163,331,9.274912898,106.9883906,647,2.276348737,1342.274564,282.4042553,19.1489362,17.0212766,36.1702128,4
2.666,291,263,14.63091117,190.7267346,826,16.44195988,1657.216953,317.3833333,28.3333333,25,25,5
8.295,131,271,18.42931634,127.0971022,848,25.41942044,2343.625196,377.5211268,30.9859155,23.943662,40.8450704,4
7.887,165,272,18.02846512,210.0608071,675,5.527915976,1161.449573,282.025641,25.6410256,23.0769231,17.9487179,4
12.068,263,302,14.95831488,124.8199712,649,0,2399.421076,378.3396226,22.6415094,26.4150943,26.4150943,4
24.749,108,377,19.09869923,185.5533466,830,39.76143141,876.256783,226.2627737,17.5182482,24.8175182,34.3065693,16
31.183,135,436,13.19109199,125.7861635,802,12.57861635,1442.07045,269.4520548,21.2328767,19.1780822,32.1917808,13
31.441,130,310,22.05953888,214.953271,540,65.42056075,1749.247911,330.8073394,21.1009174,15.5963303,26.6055046,15
14.247,47,99,22.00926146,244.1613588,552,21.23142251,1531.352616,318.4871795,22.2222222,23.9316239,28.2051282,17
16.049,216,291,6.834750419,38.72308274,571,2.833396298,1864.153264,343.4459459,21.6216216,24.3243243,28.3783784,9
35.37,112,302,26.7893847,250.8960573,489,0,1090.133976,257.5652174,17.3913043,24.6376812,37.6811594,15
30.428,116,321,24.25245072,275,916,33.33333333,1035.177356,277.4952381,19.5238095,25.2380952,28.0952381,18
27.452,191,267,17.62308762,216.5506574,800,0,972.4144813,276.8869048,13.6904762,19.6428571,26.1904762,17
38.146,162,270,16.6994894,188.5745979,549,16.63893511,1570.503069,336.5942029,25.3623188,25.3623188,28.9855072,18
34.241,226,362,17.90579937,182.0830299,754,43.69992717,896.278447,240.2525773,24.742268,24.742268,30.4123711,18
17.58,129,303,12.69947311,35.57663801,639,0,1857.095935,361.3731343,16.4179104,17.9104478,32.8358209,11
26.449,169,328,17.80555983,158.5204756,772,0,1015.871968,252.5267176,17.5572519,28.2442748,30.5343511,14
39.431,104,328,13.97550394,162.7033792,436,0,960.7007421,248.0984848,26.5151515,25.7575758,21.969697,15
22.806,144,301,8.077070168,85.649362,690,6.991784653,2068.99121,382.1764706,27.4509804,21.5686275,39.2156863,11
26.416,100,316,22.87086083,283.8063439,713,50.08347245,810.0917907,255.3813559,18.6440678,25.4237288,30.5084746,17
15.763,170,269,16.39245294,208.2128398,798,11.56737999,1499.610965,327.140625,21.875,20.3125,28.125,13
19.671,134,249,15.49833204,186.6666667,906,0,1855.259301,384.3189655,16.3793103,22.4137931,29.3103448,16
23.913,122,497,16.57590066,133.2398317,844,7.012622721,1127.486981,275.4030612,20.9183673,26.5306122,26.0204082,16
18.227,166,311,18.44661302,175.1592357,663,7.961783439,2075.626923,373.6527778,23.6111111,30.5555556,37.5,13
9.778,219,481,12.42315227,84.84162896,631,8.484162896,2036.133589,333.2307692,16.9230769,23.0769231,32.3076923,10
5.317,185,276,24.82456954,313.03358,496,0,1905.757898,360.3333333,12.037037,31.4814815,34.2592593,5
5.727,299,252,12.46391353,69.75446429,522,0,1741.745535,349.4333333,13.3333333,22.2222222,25.5555556,3
18.894,176,219,12.38764741,143.0429129,756,0,2663.176382,420.2028986,21.7391304,26.0869565,26.0869565,3
21.103,183,264,14.32582519,162.1204323,711,0,1672.999276,325.826087,18.8405797,27.5362319,30.4347826,6
3.091,274,271,10.06293962,72.4993856,522,0,2273.979047,419.6818182,13.6363636,34.8484848,25.7575758,4
4.659,422,323,5.746689929,19.43256899,595,0,1986.693441,326.3157895,10.5263158,35.0877193,40.3508772,2
6.392,445,261,13.2671698,114.480198,640,0,1577.778735,323.5925926,16.6666667,18.5185185,29.6296296,3
31.361,156,415,19.20045881,124.3201243,564,0,2145.049987,319.68,14.4,17.6,35.2,5
8.396,231,284,14.71596963,124.2750621,550,0,1486.444465,277.5084746,25.4237288,37.2881356,27.1186441,5
14.166,121,318,18.84008396,213.1438721,697,0,1654.305154,338.7810945,23.880597,24.8756219,25.3731343,3
23.361,187,401,13.65978423,123.4567901,643,8.514261388,1634.224735,292.4459459,17.5675676,27.027027,35.1351351,5
4.873,270,258,13.06867238,93.92427355,561,0,2183.191212,389.8709677,33.8709677,27.4193548,19.3548387,4
11.476,238,253,15.68350139,196.5188097,745,0,1100.342986,278.4074074,31.4814815,33.3333333,27.7777778,3
11.417,210,242,15.00674349,157.8947368,658,8.097165992,2175.735599,399.5875,27.5,28.75,33.75,5
11.911,122,296,17.67004601,211.0490379,583,0,1056.292,251.7419355,24.1935484,30.6451613,29.0322581,6
25.061,164,386,12.67649923,101.8329939,653,0,1370.25479,274.7301587,25.3968254,31.7460317,20.6349206,5
22.532,189,377,22.87204736,321.4695752,640,0,1654.648701,352.6612903,17.7419355,20.4301075,37.0967742,6
5.776,261,265,15.69023534,139.1162029,567,0,1959.694589,361.09375,20.3125,26.5625,40.625,4
31.539,64,122,17.98436411,224.5145631,720,36.40776699,860.2736878,247.5811966,18.8034188,26.0683761,33.7606838,15
14.112,99,256,18.55222308,209.4818082,737,0,1430.463595,296.7720588,19.8529412,27.9411765,33.8235294,12
22.505,172,316,8.723282404,70.14997581,779,0,1682.648052,306.3106796,17.4757282,21.3592233,34.9514563,15
24.249,147,377,12.00752296,62.81626243,903,3.489792357,1635.142634,302.5314685,17.4825175,17.4825175,33.5664336,15
38.698,104,477,29.30719437,283.7573386,497,0,2052.401833,355.3030303,22.4242424,19.3939394,33.3333333,14
30.706,112,665,16.35980367,180.2309209,1058,11.26443255,1559.689035,338.75,23.1481481,25.9259259,33.3333333,14
39.575,169,654,20.38208328,260.2602603,866,0,966.2851224,272.3055556,26.1904762,19.8412698,28.968254,13
35.19,138,618,17.64782577,167.7018634,1107,12.42236025,1461.474404,283.5948718,17.4358974,20.5128205,33.3333333,16
18.74,41,228,20.52344904,234.4665885,1046,17.58499414,1276.911213,292.8358209,23.880597,14.9253731,22.3880597,16
35.605,149,430,18.13948659,216.3293789,611,13.95673412,864.8742627,250.9565217,16.5217391,26.9565217,32.173913,16
26.897,132,288,27.92814778,377.5883069,583,12.18026797,871.2554332,257.1851852,20.8333333,23.6111111,31.0185185,13
28.558,160,166,20.90899487,282.6510721,575,38.98635478,1419.845675,316.7672956,20.754717,22.0125786,35.8490566,13
9.299,120,200,18.11582493,257.4750831,909,8.305647841,973.1659837,292.3970588,26.4705882,23.5294118,23.5294118,16
41.255,136,347,11.71108728,119.8257081,635,10.89324619,721.9416664,228.6319018,23.3128834,22.0858896,25.7668712,15
36.699,114,261,21.41008005,213.4646962,687,0,874.0462748,263.4069264,19.4805195,23.8095238,31.1688312,18
39.089,47,202,40.11744537,426.1363636,455,0,1102.088331,268.8787879,20,19.3939394,34.5454545,16
37.489,103,394,17.50054099,197.109067,485,0,965.2375826,266.3128492,20.6703911,24.0223464,30.726257,13
26.259,105,264,27.13484818,346.4755078,623,23.8948626,639.5477391,222.5615764,22.1674877,23.1527094,30.0492611,14
30.077,143,231,15.38016865,162.3931624,465,8.547008547,745.1647177,226.2380952,15.8730159,26.984127,29.3650794,7
43.177,147,389,17.2753643,134.4602382,698,0,1087.330785,244.6226415,18.2389937,25.7861635,28.3018868,7
18.181,155,483,17.16246187,124.2571583,557,0,1598.376768,302.1034483,24.137931,29.3103448,24.137931,7
29.854,258,310,7.896141509,62.80420788,547,0,1553.247501,295.4516129,17.7419355,25.8064516,34.6774194,4
13.149,278,230,14.69850718,132.6259947,492,0,1163.827631,279.5116279,20.9302326,22.0930233,26.744186,4
19.553,249,342,14.04186812,81.21827411,642,6.768189509,1938.514933,321.8156425,10.6145251,31.8435754,25.1396648,6
17.097,163,341,21.29313497,170.2786378,688,23.21981424,914.0431307,253.4552846,14.6341463,27.6422764,29.2682927,6
22.983,181,410,16.14419628,143.0549146,677,23.07337333,2026.782974,384.4869565,13.9130435,29.5652174,25.2173913,5
7.179,195,298,11.75130735,75.52870091,525,0,1393.069322,344.9419355,8.3870968,30.9677419,31.6129032,3
26.872,121,407,19.61037231,220.4323866,849,16.95633743,1106.737543,294.4427861,14.4278607,33.8308458,27.3631841,8
28.71,86,500,17.64758439,226.5372168,882,0,1420.17859,330.9289617,16.3934426,22.9508197,30.6010929,9
22.458,114,379,19.36197717,162.0029455,731,22.09131075,1400.538593,302.2941176,18.3006536,28.7581699,27.4509804,8
21.52,270,318,18.47112955,272.132277,615,0,2104.267772,381.9789474,27.3684211,30.5263158,26.3157895,5
25.371,180,445,16.18461149,129.2407108,590,0,1531.423163,311.1523438,14.453125,23.046875,29.296875,8
13.797,109,273,17.32089121,138.7970919,668,0,1437.841776,295.8170732,15.2439024,20.7317073,15.8536585,6
23.406,140,442,18.59810003,104.9233253,677,0,1359.847952,329.4375,20.1388889,24.3055556,29.8611111,7
42.734,136,385,18.39263377,162.0089105,539,0,2312.374872,365.4677419,14.516129,28.2258065,29.8387097,6
23.842,138,369,13.984992,148.6988848,639,0,583.473795,221.1538462,18.4615385,22.3076923,30,8
14.801,144,317,14.71655305,88.01624915,638,0,2113.261819,337.9057971,21.7391304,30.4347826,21.7391304,7
7.239,111,179,18.29330972,101.3941698,678,0,1505.623154,280.84,26.6666667,26.6666667,26.6666667,7
14.025,117,301,7.740952177,57.24350506,1011,15.4117129,1299.354458,282.2871287,17.8217822,21.7821782,31.6831683,9
23.496,96,316,14.78090452,118.8455008,523,0,1631.681426,332.6632653,22.4489796,25.5102041,31.6326531,7
9.478,200,212,16.99261995,252.4752475,955,14.85148515,1281.139319,261.6352941,20,27.0588235,27.0588235,9
10.753,127,208,17.96962749,160,986,14.54545455,1134.774923,252.3253968,19.8412698,22.2222222,31.7460317,8
12.313,151,422,16.78130441,98.17671809,510,0,2034.917666,333.5181818,23.6363636,26.3636364,28.1818182,8
16.141,123,261,15.01931744,55.49389567,644,0,1649.177707,304.0080645,25.8064516,24.1935484,29.8387097,8
33.441,178,359,21.65186366,288.6247878,799,16.97792869,991.4930893,252.576,20,27.2,30.4,11
13.202,275,313,14.05531782,118.1375956,570,0,848.7001452,231.4050633,18.9873418,22.7848101,30.3797468,10
4.709,94,438,22.37382721,140.562249,590,0,1182.177204,252.0098039,22.5490196,24.5098039,31.372549,9
34.899,110,510,8.614078307,85.59201141,727,0,3185.714867,392.3470588,21.1764706,23.5294118,27.6470588,6
18.872,167,267,20.33192158,178.8756388,744,8.517887564,1205.342719,261.392,27.2,23.2,34.4,11
8.468,109,258,19.15904207,120.4819277,735,0,961.5652989,259.9333333,21.1111111,23.3333333,27.7777778,9
27.898,95,449,12.22170848,105.4339011,893,24.33090024,1263.749233,277.5575221,21.2389381,25.6637168,28.3185841,8
6.039,120,203,24.91852393,255.1984877,754,0,1483.030597,289.2891566,20.4819277,25.3012048,30.1204819,8
16.16,122,324,19.16580527,94.51795841,816,0,1261.250673,281.3787879,23.4848485,26.5151515,28.030303,8
13.597,84,374,7.15788679,55.48115554,536,7.652573178,1764.22641,268.7722222,19.4444444,26.6666667,23.3333333,9
12.856,151,205,20.69133148,275.7502028,697,0,2000.32848,350.1098901,15.3846154,26.3736264,30.7692308,5
6.727,186,317,17.32877366,106.0329068,519,0,2676.725713,372.4078947,14.4736842,28.9473684,26.3157895,9
5.964,245,331,15.78751682,153.4963047,932,34.11028994,1726.003892,302.0925926,18.5185185,16.6666667,29.6296296,10
11.499,171,144,23.18637353,217.3913043,827,104.6698873,1702.507918,332.8985507,21.0144928,21.7391304,21.7391304,12
22.942,146,238,22.03522567,168.7763713,876,0,1054.443758,293.55,25,23.3333333,23.3333333,9
23.844,125,238,30.26269981,461.0492846,848,63.59300477,1125.846405,294.0844156,24.6753247,25.3246753,18.8311688,12
6.967,252,248,27.65041369,253.7796976,799,5.399568035,1718.219433,359.585034,15.6462585,27.2108844,19.7278912,12
11.301,115,223,20.48380207,156.7944251,941,0,953.6006609,285.9491525,24.5762712,22.8813559,27.9661017,11
31.131,202,404,16.03611114,147.8599222,635,15.56420233,1314.379095,268.6545455,27.2727273,21.8181818,29.0909091,9
7.362,231,139,24.08140846,190.3695409,724,128.7793953,1693.134508,357.8565401,21.0970464,29.1139241,25.7383966,14
29.795,191,367,22.83812796,148.849797,850,0,1150.518266,294.2298851,26.4367816,29.8850575,28.7356322,9
6.582,324,270,7.580782823,77.74322523,804,13.32741004,1647.070338,311.6190476,25.3968254,30.1587302,30.952381,14
9.719,173,80,13.83512797,147.8494624,729,82.32526882,947.4496384,280.2418301,20.7843137,24.9673203,24.0522876,20
20.233,256,186,21.30748037,260.2230483,683,111.5241636,1426.096167,288.6833333,25,36.6666667,35,13
27.661,227,243,20.32570932,198.019802,757,0,1132.0392,269.7431193,24.7706422,29.3577982,19.266055,16
22.513,167,121,28.73063454,194.9860724,905,0,1714.274452,337.3145161,20.9677419,21.7741935,20.9677419,15
22.8,80,293,19.78489322,168.3501684,866,16.83501684,880.2290659,271.6324786,18.8034188,20.5128205,20.5128205,10
18.728,190,186,25.20609908,305.8560239,1103,89.51883626,1100.784147,317.4639175,21.2628866,28.9948454,25.3865979,14
37.628,116,571,19.20239921,138.121547,672,6.906077348,1677.27955,340.1216216,18.4684685,23.8738739,26.5765766,6
10.313,216,373,11.51694611,77.58381823,601,0,2980.351855,405.021978,16.4835165,34.0659341,34.0659341,3
34.123,96,362,20.16355373,125.0977326,471,0,2298.686493,364.6346154,16.3461538,21.1538462,35.5769231,3
27.56,91,385,11.4596698,148.6346353,699,3.456619426,1709.397303,279.9788732,21.8309859,26.056338,22.5352113,5
29.583,167,235,20.06903632,182.5047199,920,50.34612964,1219.556703,274.6598361,22.5409836,21.7213115,25.4098361,16
30.177,105,176,21.88924541,184.2105263,644,72.36842105,1216.057804,274.2397661,23.9766082,29.2397661,28.6549708,18
28.127,95,201,29.77758788,357.1428571,577,69.12442396,1424.946628,294.1777778,21.1111111,23.3333333,24.4444444,17
26.037,98,179,21.83736371,289.1566265,623,96.38554217,1529.907515,309.601626,31.7073171,17.0731707,26.8292683,16
13.584,38,65,21.25546067,276.9714562,676,1.209482342,625.0676468,282.4444444,33.3333333,22.2222222,11.1111111,19
15.841,79,29,19.49867143,219.6767613,719,1.569119724,1357.001492,303.9230769,30.7692308,19.2307692,15.3846154,14
18.479,291,177,13.15412719,137.1681416,644,0,2181.051279,329.5265957,24.4680851,22.8723404,30.8510638,4
22.225,73,157,16.75757986,156.7783584,643,43.03719643,1924.091226,343.2392638,18.404908,28.2208589,26.3803681,14
19.565,32,336,18.40454654,208.6049544,776,0,833.3556238,252.8287671,29.4520548,27.3972603,21.9178082,15
26.359,78,365,18.22006385,192.3076923,648,29.58579882,1431.204433,278.2256637,20.3539823,26.5486726,29.6460177,3
41.863,104,257,19.68587721,199.0049751,488,0,762.8396279,226.452381,19.047619,33.3333333,27.3809524,7
17.461,37,77,8.214829927,42.56612952,629,36.48525388,1584.564133,316.0673575,21.2435233,23.3160622,25.9067358,13
26.753,24,505,15.92050111,261.7163725,702,0,2408.393463,424.3783784,19.5945946,19.5945946,35.1351351,2
38.058,192,780,22.5975438,351.6347933,936,0,963.7602957,260.942623,13.9344262,25.4098361,29.9180328,8
33.686,129,216,13.85620715,147.3748849,679,52.19527172,958.5507814,251.792,24.4,22.8,25.2,10
29.746,329,826,15.01136648,87.06467662,813,0,2397.241053,394.7132867,21.6783217,23.0769231,31.4685315,5
19.576,103,167,28.301564,358.0349709,703,58.2847627,1017.647116,269.4728033,20.5020921,25.5230126,25.9414226,16
15.262,75,344,19.81509961,232.8042328,709,6.349206349,1220.340612,273.1538462,15.3846154,16.9230769,33.8461538,7
14.606,14,215,13.35362288,153.0924679,631,18.37109614,2750.588219,402.852459,18.0327869,26.2295082,22.1311475,5
34.463,65,285,7.732907174,58.04898768,597,9.910802775,1414.114394,286.0143678,21.2643678,23.8505747,27.2988506,12
15.334,32,395,22.09605856,270.7136998,660,0,1399.667158,273.9116279,23.7209302,25.1162791,34.4186047,6
17.13,138,458,19.14279316,152.4188204,633,0,2707.25755,357.2765957,17.0212766,22.3404255,36.1702128,4
26.867,92,120,17.81505684,136.5187713,621,119.4539249,1634.532081,315.2261905,33.3333333,26.1904762,38.0952381,14
10.911,117,146,24.09289925,220.1257862,644,0,816.5165479,240.5063291,16.4556962,22.7848101,25.3164557,10
33.467,75,201,30.6084615,319.001387,620,13.86962552,1255.699342,311.3333333,20.3389831,29.3785311,32.2033898,11
14.013,68,99,29.77637189,405.904059,614,73.80073801,1022.253809,276,20.2247191,22.4719101,24.7191011,10
33.44,53,295,22.04669191,215.6500308,661,0,1632.422222,320.6666667,20,26.6666667,31.6666667,15
33.551,296,646,12.23634286,84.61388835,818,13.61602801,1807.341395,324.326087,17.3913043,21.0144928,25.3623188,7
25.75,22,204,12.32296809,132.5757576,472,37.87878788,1181.257732,301.8691589,22.4299065,22.8971963,30.8411215,10
19.084,12,393,4.863113609,68.08510638,571,0,2327.229852,389.2108844,24.1496599,24.829932,34.6938776,5
21.824,237,208,21.0460552,204.7244094,715,0,1056.610065,274.0588235,22.3529412,20.5882353,34.7058824,13
